ID,Name,NetWorth,x,y,z,industries,connections,hue color value
876,Stephen Cohen,4174476061,-1.231482,1.4498335,-0.43569404,software/cloud,235/516/1495/87/3331/2851,1.5939332
877,Igor Altushkin,4174476061,0.65636104,1.4698627,0.08906305,social media/advertising/ai/mining/materials,79/821/1691/3316/957,1.3075284
878,Anthony Pritzker,4174476061,-0.91490865,1.3650701,-0.8116254,investment/finance,996/523/925/423/525,1.5244248
879,Maria-Elisabeth Schaeffler-Thumann,4174476061,0.15906435,0.6034344,0.30100417,Auto parts,154/2104/198/599/320,0.8197709
880,Scott Crabill,4174476061,-1.8689923,0.8735449,-0.5439372,investment/finance,1655/1830/336/335/1358/2874,1.5244248
881,Holden Spaht,4174476061,-1.5240469,1.0667517,-0.8076625,investment/finance,1655/1830/336/335/1358/2874,1.5244248
882,Tom Golisano,4174476061,-0.67659855,0.45916724,-0.18382764,Payroll services,373,1.6475995
883,Steven Klinsky,4174476061,-0.6489168,0.70424205,0.16826454,investment/finance,406/1142/1420/49/2553,1.5244248
884,Georg Nemetschek & family,4174476061,0.09227505,1.1122015,1.6096673,software/cloud,470/2847/1015/509/2851,1.5939332
885,Ronald Lauder,4174476061,-0.9947803,1.0016867,-0.14661771,Estee Lauder,2737/1389/2010/2722,0.726302
886,Seth Boro,4174476061,-1.2318714,1.2710167,-0.9724095,investment/finance,1655/1830/2300/303/336/335/2874/1358,1.5244248
887,Andrei Bokarev,4174476061,0.72036254,1.5557525,0.07561511,social media/advertising/ai/mining/materials,208/821/3188/3212/348/1446,1.3075284
888,Yu Renrong,4089282672,1.1140218,0.43792382,-0.60144377,semiconductors/hardware,50/6/454/1577,1.2610606
889,Igor Kesaev,4089282672,0.53339344,1.9478232,0.53161573,ai/software/retail,79/208/1669/2314,1.2647958
890,Scott Kapnick,4089282672,-2.0401475,0.33660078,0.40353942,investment/finance,1655/2213/2212,1.5244248
891,Vlad Tenev,4089282672,-1.0314344,0.8574453,-1.4182575,Stock trading app,235/916/20/13,1.8330288
892,John Catsimatidis,4089282672,-0.79647195,0.45149535,0.18365707,real estate/energy/oil and gas,624,1.1103568
893,Catherine Commisso & family,4089282672,1.1749548,0.34570876,0.3265497,telecom,,0.37299705
894,Daniel D'Aniello,4089282672,-1.4239362,0.7730865,-1.3797839,investment/finance,,1.5244248
895,Thomas Straumann,4089282672,0.95345956,1.5324453,1.5622731,Dental implants,593/3344,1.0179744
896,Hans Peter Wild,4089282672,0.2092807,0.77779585,1.0785437,Flavorings,1735/2415,1.1084377
897,Wang Yanqing,4089282672,0.8849407,0.45160425,-0.5447811,Electrical equipment,1196/1240/1915/1415,0.944678
898,Eric Lefkofsky,4089282672,-0.8715658,1.4302609,0.4926072,investment/finance,2606/2203/1113,1.5244248
899,Walter Frey,4089282672,0.5406506,0.73355126,1.0371304,Car dealerships,819/1544/2684/2233,0.53390014
900,Nikolai Buinov,4089282672,0.5870499,0.7124068,-0.011014268,energy/oil and gas,110,1.2296851
901,Henning Oldendorff,4089282672,0.32865316,1.7048125,0.6048727,logistics/shipping,59/1186/44,0.7081293
902,Jon Stryker,4004089283,-0.8492908,0.59529734,0.3239283,healthcare/pharmaceuticals,637/1252/582/1462,1.4115231
903,Hansjoerg Wyss,4004089283,-0.8683373,0.72211254,-0.21260379,healthcare/pharmaceuticals,2128/341/329/860/576,1.4115231
904,Hamad bin Jassim bin Jaber Al Thani,4004089283,0.91726744,0.38426822,0.27339047,investment/finance,406/1142/1420/2553,1.5244248
905,Erwin Franz Mueller,4004089283,0.23077625,1.1635195,0.6131175,retail,359/2261/654,0.59320146
906,N. Murray Edwards,4004089283,-0.47450176,0.75628465,-0.20091099,energy/oil and gas,15/1154/397/227,1.2296851
907,Nithin Kamath,4004089283,0.5968083,-0.06527145,0.14539818,finance,746/1763/2024/1384,1.5244248
908,Li Min,4004089283,2.269918,0.33263546,-0.3792525,semiconductors/hardware,65/2346/278/2427/796/1809/2338/2029,1.2610606
909,Dan Snyder,4004089283,-0.71936655,0.3466231,0.16600677,Washington Commanders,,1.4794836
910,Baba Kalyani,4004089283,0.6302302,0.21999232,-0.034787104,construction/materials,1216/1045/169/1126,0.8420775
911,Egor Kulkov,4004089283,-0.09871889,0.6454427,0.5051154,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
912,Drayton McLane Jr,4004089283,-1.3663487,0.73963463,0.26940107,retail/logistics/shipping,37/8/11,1.5629902
913,Lee Yeow Seng,4004089283,1.3935736,-0.08237471,-0.35346133,real estate/energy/oil and gas,2414/873/543,1.1103568
914,Vikas Oberoi,4004089283,1.3293316,0.47638702,0.17773058,real estate,114/1111/1966,1.6829958
915,George Bishop,4004089283,-0.78658223,0.4853686,0.09151589,energy/oil and gas,134/71/245,1.2296851
916,Baiju Bhatt,4004089283,-1.0226483,0.8563565,-1.4338024,Stock trading app,235/20/13/891,1.8330288
917,Joe Mansueto,4004089283,-1.2890806,1.1230896,0.10009462,investment/finance,932/4/357/996,1.5244248
918,Abdulla Al Futtaim & family,4004089283,0.37298042,0.43183446,0.40573505,investment/finance,,1.5244248
919,George Prokopiou & family,4004089283,-0.19437505,1.356265,1.1717759,logistics/shipping,59/48/2560/44/1197,0.7081293
920,Haryanto Tjiptodihardjo,4004089283,1.8294894,-0.8339825,-1.1116605,Manufacturing,312/1890/533/2732/302,0.6835843
921,Beatriz Davila de Santo Domingo,4004089283,0.79380614,0.49036586,-1.037841,Beer,1065/1990/2985,1.2409092
922,Feridun Gecgel,4004089283,0.28844708,0.7168962,0.53851247,Utility Equipment,,2.0196016
923,Andrej Babis,3918895894,0.027389467,0.91883856,0.63103,Agriculture,3268/340/2388/794/2365/793,1.8773775
924,John Gandel,3918895894,0.893288,-0.61080647,-1.0494993,Shopping malls,312/1128/1890/1633/2698,1.8938447
925,Penny Pritzker,3918895894,-1.0788672,1.4019908,0.43980083,investment/finance,878/996,1.5244248
926,Jose Joao Abdalla Filho,3918895894,-0.780006,-0.5214902,0.40576953,investment/finance,703/630/138/1475,1.5244248
927,Marc Ladreit de Lacharriere,3918895894,0.49698287,1.0906053,0.9416347,finance,498,1.5244248
928,Theodore Rachmat,3918895894,0.7984512,-0.15151465,-0.07701017,Diversified,,0.8902763
929,Steven Udvar-Hazy,3918895894,-0.7509931,1.2471663,-0.024096966,ai/software,1574/13,1.2647958
930,Ben Chestnut,3918895894,-0.628117,0.5147055,-0.03380122,ai/software,831/109,1.2647958
931,Li Chunan,3918895894,0.46692786,0.6717498,-0.28164884,Solar wafers and modules,1388/1224,0.5667828
932,Chey Tae-won,3918895894,-0.9287363,0.2528128,0.1874781,semiconductors/hardware/energy/oil and gas,2227/4/357/996,1.2610606
933,Michael Pieper,3918895894,0.07836825,0.8621423,1.0464388,Kitchen appliances,2567/1116/779/2555/949,0.8507478
934,Julia Thiele-Schuerhoff & family,3918895894,-0.31040102,1.0622133,0.9583344,investment/finance,48/297,1.5244248
935,Friede Springer,3918895894,0.49295858,0.9207545,1.0475532,Publishing,648/1011/1035/1521/649,1.1871862
936,David Filo,3918895894,-1.3699737,1.1726376,-0.83666766,Yahoo,1385/2649/20/13/2689,0.5425944
937,Eleanor Butt Crook & family,3918895894,-1.7520304,0.475063,0.35391438,retail,293/2003/159/1380/1346,0.59320146
938,Liang Zhaoxian,3918895894,0.9292056,0.7774183,-0.26448593,Appliances,2529/1517/1627/2184/2549/206,0.9520814
939,Sergio Stevanato & family,3918895894,-0.005441129,0.6727554,0.8700256,healthcare/pharmaceuticals,,1.4115231
940,Cai Kui,3918895894,1.5038329,0.34471527,0.119476736,real estate,1111/186/629,1.6829958
941,Yang Steven Meng,3833702505,2.081516,0.45455065,-0.12456632,Electronics,184/194/1156/1512/225/187,0.9184684
942,Xia Zuoquan,3833702505,1.3941712,1.2650807,-0.7492385,automotive/batteries/energy storage,143/111,0.9666451
943,Jennifer Gilbert,3833702505,-0.34999296,0.46469074,0.19645604,Rocket Mortgage,117/2580/334,0.96423477
944,Fabien Pinckaers,3833702505,-0.8381791,1.3359056,-1.2288415,software/cloud,470/2847/1015/509/2851,1.5939332
945,Laurence Graff & family,3833702505,0.16633649,1.292531,0.46872973,Diamond jewelry,,1.6252078
946,Carlos Hank Rhon & family,3833702505,-0.7844208,0.300336,-0.20588872,finance,1274,1.5244248
947,Akira Mori & family,3833702505,0.65234673,1.1055658,-0.67468584,real estate,114/1111/1966,1.6829958
948,Paul Foster,3833702505,-0.8241166,0.41981146,-0.08422206,energy/oil and gas,257/1653,1.2296851
949,Willy Michel,3833702505,0.043952838,0.58023274,0.95696235,healthcare/pharmaceuticals,341/329/1116/933/576,1.4115231
950,Aristotelis Mistakidis,3833702505,0.28846636,1.083963,0.8115709,mining/materials,791/1020/210/1423,0.8420775
951,Carlo Fidani,3833702505,-1.0393783,0.8874714,0.40499246,real estate,114/1111/1966,1.6829958
952,Dagmar Dolby & family,3833702505,-1.1269231,0.590405,-1.4524968,Dolby Laboratories,,1.6090145
953,Pablo Legorreta,3833702505,-0.8718916,0.4470601,0.19300358,investment/finance,406/2072/1142/1605/1420/2553,1.5244248
954,Wendy Abrams,3833702505,-0.7368926,0.7870709,0.020314243,healthcare/pharmaceuticals,813/309/1158/1034,1.4115231
955,Carl Icahn,3833702505,-0.5666855,0.8175017,-0.11653926,investment/finance,406/1142/2553/1420,1.5244248
956,Somurai Jaruphnit,3833702505,0.7471231,0.2838314,-0.0975968,Diversified,145/580/569,0.8902763
957,Xiang Guangda,3833702505,0.9254675,1.1030543,-0.76945055,social media/advertising/ai/mining/materials,821/1691/877/79/3316,1.3075284
958,James Duff,3833702505,-1.5024036,1.0695537,0.007763031,Tires/diversified,965,1.7261925
959,Abdulla bin Ahmad Al Ghurair & family,3833702505,0.55411136,0.24288413,0.54906106,Diversified,1642/36/20,0.8902763
960,Anna Katharina Viessmann,3833702505,0.38000545,1.3713903,1.6729448,Heating and cooling equipment,1409/444,0.5503369
961,Kevin David Lehmann,3833702505,-0.030701868,0.8262935,1.043022,retail,359/2261/654,0.59320146
962,Jose Roberto Marinho,3833702505,-0.28239432,-0.29871118,0.52093446,media/entertainment,596/963,1.8096282
963,Joao Roberto Marinho,3833702505,-0.3512768,-0.17950688,0.52535695,media/entertainment,596/962/1226,1.8096282
964,Cho Hyun-joon,3833702505,0.49588692,0.57370484,0.35727832,Diversified,3254/36/20,0.8902763
965,Thomas Duff,3833702505,-1.2685728,1.4402788,0.7077389,Tires/diversified,958,1.7261925
966,Helen Johnson-Leipold,3833702505,-0.7548913,0.50073504,0.333932,Cleaning products,985/335/989/982,1.223537
967,Lynn Schusterman & family,3748509116,-0.5282601,0.77759445,-0.3651331,investment/finance/energy/oil and gas,183/256/2943,1.5244248
968,Anne Beaufour,3748509116,0.19444558,0.7766704,0.34619778,healthcare/pharmaceuticals,1128/94/337/139,1.4115231
969,Abhay Firodia,3748509116,1.6963323,0.23994458,1.2195027,automotive,824/825,0.6697777
970,Andreas Martinos & family,3748509116,1.3509449,0.8385256,0.9948886,logistics/shipping,1979/1886/59/48/44,0.7081293
971,Angela Bennett,3748509116,1.0953223,-0.44507357,-0.804656,mining/materials,1908/129/95/1971/1118,0.8420775
972,Luo Liguo & family,3748509116,0.7769435,0.26902026,-0.3969769,Chemicals,123/2371/1881/2735/1212,1.6866118
973,Sun Weijie,3748509116,1.1581849,0.87908614,-0.41519618,energy/oil and gas,726/1739/1427,1.2296851
974,Bernard Fraisse & family,3748509116,-0.19856447,0.691664,0.44089076,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
975,Lin Jianhua,3748509116,0.8424125,0.2652529,-0.21000013,Solar panel components,,0.97493064
976,Gustav Magnar Witzoe,3748509116,0.60920674,0.26011908,-0.2236172,Fish farming,378/135/128,1.5157201
977,Hamilton James & family,3748509116,-0.8516973,0.5369754,0.20428957,investment/finance,1392/436/49,1.5244248
978,Alexandre Van Damme,3748509116,1.7280376,0.056167036,-0.047459275,ABInBev,1065/1990/921/376/2985,1.4319783
979,Donald Sterling,3748509116,-0.9662473,0.806851,-0.6333295,real estate,114/1111/1966/1266,1.6829958
980,Julio Ponce Lerou,3748509116,-1.227964,-0.5492212,0.4836792,Fertilizer,1122/590/745,1.0924587
981,Maurizio Billi,3748509116,-1.3193536,-0.60061,1.299919,Generic drugs,2361,1.6435268
982,Winifred J. Marquart,3748509116,-0.66443,0.6628907,-0.05172226,Cleaning products,985/966/335/989,1.223537
983,Wang Jianlin,3748509116,0.9469643,0.9755268,-0.37850994,real estate,114/1111/2680/1966/264,1.6829958
984,Kailashchandra Nuwal,3663315727,1.7957429,0.89935267,-0.20389634,social media,647,0.8246172
985,H. Fisk Johnson,3663315727,-0.50140023,0.8021253,-0.32330737,Cleaning products,966/335/989/982,1.223537
986,Li Xiang,3663315727,1.3109902,1.4552686,-0.5115621,automotive,1517/499,0.6697777
987,Byron Trott,3663315727,-0.65968776,0.7021696,0.2539966,investment/finance,3021/406/1142/1420/49/2553,1.5244248
988,Thomas Hagen & family,3663315727,-1.3226508,0.6599827,-0.17631337,Insurance,1552/579,2.050591
989,S. Curtis Johnson,3663315727,-0.64969873,0.6231511,0.12543264,Cleaning products,985/966/982,1.223537
990,Pansy Ho,3663315727,1.095716,1.1629438,-0.8306522,gambling/entertainment,2045/58,1.8096282
991,John Middleton,3663315727,-0.6121786,1.7916942,0.973863,Tobacco,2768/67/13,0.36701566
992,Maggie Hardy,3663315727,1.321927,1.0609316,1.2756705,Building materials,1536/2815/2791/1816,1.0213703
993,C. Dean Metropoulos,3663315727,-0.77515346,0.6970717,-0.18095179,investment/finance,1728/406/1142/1420/2553,1.5244248
994,Ravi Pillai,3663315727,0.5184761,0.5025168,0.15061459,construction/materials,775,0.8420775
995,Lin Chen-hai,3663315727,1.0208405,0.21958947,-1.106705,real estate,1623,1.6829958
996,J.B. Pritzker,3663315727,-1.57149,0.8503015,-0.057112508,investment/finance,878/523/925/996/423,1.5244248
997,Antonio Gracias,3663315727,-0.48493922,0.8919122,0.3773988,investment/finance,0/2311/434/4/395/1970,1.5244248
998,Phil Ruffin,3663315727,-1.0366666,1.2168648,-0.59695095,real estate/gambling/entertainment,670/2626/1119,1.2819759
999,Eduardo Eurnekian,3663315727,-1.131597,0.109991,0.112553254,ai/software/investment/finance/logistics/shipping,,1.2647958
1000,Sukanto Tanoto,3663315727,0.77136993,0.047475778,-0.20253608,Diversified,3110/36/20,0.8902763
1001,Yeung Kin-man,3663315727,1.3951372,0.96060526,-1.0674446,Electronics,184/194/1156/1512/225/187,0.9184684
1002,John Caudwell,3663315727,-0.67897636,1.9924071,1.0274956,Mobile phones,,2.056129
1003,Stewart Rahr,3663315727,-1.1468027,1.4444356,0.65736353,Drug distribution,165,0.38740516
1004,Michael Jordan,3663315727,-1.3195734,0.47881275,-0.1364942,Charlotte Hornets/endorsements,,1.792087
1005,Alexis Lê-Quôc,3663315727,-0.7622204,1.2637043,0.086143434,software/cloud,2759/492/1145/1323/3167,1.5939332
1006,Sid Bass,3663315727,-0.88082445,0.35170716,0.108619876,investment/finance/energy/oil and gas,1432/1485/661,1.5244248
1007,Jason Jiang,3578122338,1.4945585,0.691622,-1.3225993,Advertising,86/527/1523,0.74639386
1008,Samuel Tak Lee,3578122338,1.001169,0.7679255,-0.7101883,real estate,114/1111/1966,1.6829958
1009,Mahendra Choksi & family,3578122338,0.87659687,0.44158328,0.050853983,ai/software,1258,1.2647958
1010,Jim Coulter,3578122338,-1.2770146,1.5950732,-0.43357188,investment/finance,2316/336/335,1.5244248
1011,Hubert Burda,3578122338,0.24800074,1.0959909,0.8730735,Publishing,935/648/2092/649,1.1871862
1012,Shlomo Eliahu,3578122338,1.1148717,0.45434803,-0.86364424,Insurance,579/3032,2.050591
1013,David Rubenstein,3578122338,-1.3720236,1.5515934,-0.018309057,investment/finance,1406/894,1.5244248
1014,Kuok Khoon Hong,3578122338,1.3209656,0.26091173,-0.594743,energy/oil and gas,1014/1201/2158/212,1.2296851
1015,Richard White,3578122338,1.0897362,-0.6965786,-1.4690932,software/cloud,470/2847/509/2851,1.5939332
1016,Rodger Riney & family,3578122338,-2.1558075,0.84362274,-0.6015664,finance,254/437/635/121/19,1.5244248
1017,Herbert Wertheim,3578122338,-0.8049552,0.5189801,0.17939141,investment/finance,67/3/394/1/1574/13,1.5244248
1018,Miguel Fluxa Rossello,3578122338,1.6974562,0.40165693,-0.38828677,Hotels,3298/1411/3033/2982/3027,0.506061
1019,David MacNeil,3578122338,-1.3952962,0.23563144,0.69273126,automotive,,0.6697777
1020,Daniel Mate,3578122338,0.03581863,0.76608247,1.1515629,mining/materials,1565/950/791/210/1423,0.8420775
1021,Chairul Tanjung,3578122338,0.65104324,-0.36139914,-0.48499513,Diversified,285/3110/36/20,0.8902763
1022,Du Jiangtao & family,3578122338,0.7115598,0.6108332,-0.021746933,Chemicals,1319/123/1881/2735/1212,1.6866118
1023,Danielle Bellon & family,3578122338,-0.14407149,0.98987544,1.3829962,food/beverages,,0.431557
1024,Meg Whitman,3578122338,-1.0415504,0.92604756,-0.833594,EBay,777/255,1.5860705
1025,Fu Liquan,3578122338,1.0939101,1.6528599,-1.0196259,Surveillance equipment,65/722/278/317/3161,1.9040622
1026,Brian Venturo,3578122338,-0.43309355,0.36527726,0.27346337,Technology,1590/1408/1972/370/1024/573/3088,1.0906686
1027,Daniel Och,3578122338,-0.94601834,0.5759961,0.03568138,hedge funds/finance,3139/115/452/34/70/120,1.5244248
1028,Rajiv Jain,3578122338,-1.4860532,0.3310492,-0.042194456,finance,498/414,1.5244248
1029,Luciano Benetton,3578122338,-0.14820321,0.4875514,1.0635736,ai/software/retail/luxury/fashion/investment/finance,2855/2214/1030/1869,1.2647958
1030,Giuliana Benetton,3578122338,-0.19998412,0.6710603,0.91378856,ai/software/retail/luxury/fashion/investment/finance,2214/1029/1869,1.2647958
1031,William Conway Jr,3578122338,-1.4108875,1.4571753,0.15465468,investment/finance,1406/894/1013/336/335,1.5244248
1032,Kavitark Ram Shriram,3578122338,-0.42724338,0.67594767,-0.41798657,internet/ai/advertising/investment/finance,109/1/2/199,0.7535922
1033,Erik Selin,3578122338,-1.2234902,0.5827535,-0.46648794,real estate,2492/114/1111/1966,1.6829958
1034,Nancy Mills Barnett,3578122338,-0.63158107,0.8903852,0.3304064,healthcare/pharmaceuticals,813/309/1158/954,1.4115231
1035,Martin Bouygues,3578122338,0.24237747,0.38165617,0.5461999,media/entertainment/construction/materials,,1.8096282
1036,Falguni Nayar,3492928949,1.1954898,0.6665699,0.14880395,ai/software/retail,2597/1520/601,1.2647958
1037,Todd Wanek,3492928949,-1.4469123,0.33470717,0.63659436,Furniture,1467/589/1993/1280,0.36413556
1038,Fang Wei,3492928949,0.9990891,0.8312508,-1.1637433,mining/materials,1183/80/1403/56/371,0.8420775
1039,Roger Samuelsson,3492928949,1.5846559,0.8887484,0.6999817,Drug delivery devices,,1.7346798
1040,Richard Schulze,3492928949,-1.5344522,0.22260448,0.44643703,Best Buy,,1.9529765
1041,Lam Wai-ying,3492928949,1.1559457,0.28820175,-0.068303674,Smartphone screens,197,0.7595706
1042,Weili Dai,3492928949,-0.94419694,1.0777838,0.033661038,semiconductors/hardware,50/6/454/1577/260/1559,1.2610606
1043,Nguyen Thi Phuong Thao,3492928949,2.1743412,0.24623372,0.11109322,ai/software,1960,1.2647958
1044,Tung Chee Chen,3492928949,1.4983535,0.28462574,-1.0197891,logistics/shipping,43/59/48/44,0.7081293
1045,Otto Happel,3492928949,-0.4700493,0.39942107,0.17512518,construction/materials,1216/910/1832/1179/1126,0.8420775
1046,Antti Herlin,3492928949,0.3081724,0.4248266,-0.6348735,Elevators/escalators,1953/2033/2155,0.81347597
1047,Ivar Tollefsen,3492928949,-0.3310933,1.135912,0.9211842,real estate,114/1111/1966,1.6829958
1048,Paul Gauselmann & family,3492928949,0.4683534,0.6371302,0.7535562,gambling/entertainment,299,1.8096282
1049,Wu Kai,3492928949,0.5001347,0.22377361,-0.20152016,batteries/energy storage,77/147/29/119,0.76219267
1050,Clive Palmer,3492928949,0.7673297,0.99989164,-0.7362915,mining/materials,129/971/95/1118/1334,0.8420775
1051,Hans Georg Naeder & family,3492928949,0.45335764,1.2789975,0.41948646,Prosthetics,,1.8859602
1052,Renzo Rosso & family,3492928949,0.28210774,1.0070423,0.41621742,luxury/fashion/retail,1175/1675,0.9080228
1053,Harsh Mariwala,3492928949,1.4772996,1.1886725,1.2077115,Consumer goods,2651/1053,1.9271252
1054,Paul-Heinz Wesjohann & family,3492928949,0.875131,0.47276473,0.45209306,Chicken processing,,0.6315244
1055,Todd Christopher,3492928949,1.180727,0.11668536,0.25210738,ai/software,,1.2647958
1056,Tomasz Biernacki,3492928949,0.39141673,1.1942935,1.1651583,retail,293/2003/159/1380,0.59320146
