ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched
2825,Huang Chulong,1192707446,1.3274182,0.7188846,-0.027867556,Real estate,real estate,114/1111/1966,67,Real estate/ Self Made,,,Canada,,,Harry Triguboff/Kwek Leng Beng/Manuel Villar
2826,Rajju Shroff,1192707446,2.2122488,0.07554877,0.28790092,Agrochemicals,Agrochemicals,1387/466/1863/243,92,Agrochemicals/ Self Made,,,India,Married,3,Madhukar Parekh/Rekha Jhunjhunwala/Salil Singhal/Uday Kotak
2827,Nanu Gupta,1192707446,0.64434206,0.17394376,0.13519798,Retail,ai/software/retail,741/872,83,Retail/ Self Made,,,India,,2,Samuel Yin/Takao Yasuda
2828,Yu Peidi,1192707446,0.7047144,1.135584,-0.6796529,Real estate,real estate,114/1111/1966,66,Real estate/ Self Made,,,Hong Kong,Married,3,Harry Triguboff/Kwek Leng Beng/Manuel Villar
2829,Yasseen Mansour,1192707446,0.6279305,0.26943332,0.5154819,Diversified,Diversified,1071/20/2284,64,Diversified/ Self Made,,,Egypt,Married,4,Mohamed Mansour/Mukesh Ambani/Youssef Mansour
2830,Gary Magness,1192707446,-0.9903431,0.6194864,-0.4558234,Cable TV  investments,investment/finance/media/entertainment,207/294/1261,72,Cable TV/ investments,,,United States,Married,3,Donald Newhouse/John Malone/Oprah Winfrey
2831,Wang Jilei,1192707446,1.3571632,1.2468727,-1.0000124,Logistics,logistics/shipping,2325/1865/2451/724,61,Logistics/ Self Made,,,China,,,Chow Shing Yuk/Jim Thompson & family/Lai Jianfa/Lai Meisong
2832,Oscar Baeza Fares,1192707446,-1.3321481,0.9584961,-0.27941015,Food products,food/beverages,,65,Food products/ Self Made,,,Mexico,,,
2833,Smagulov Nurlan,1192707446,1.964222,0.9454306,0.51723987,Automotive,automotive,1381,60,Automotive/ Self Made,,,Kazakhstan,Married,3,Shmuel Harlap
2834,Tang Ye,1192707446,0.7015176,0.52338463,-0.8263743,software,software/cloud,470/1015/509/2851,44,software/ Self Made,,,China,,,Mike Cannon-Brookes/Richard White/Scott Farquhar/Tope Awotona
2835,Andy Fang,1192707446,0.8447679,0.41617733,-0.59837276,food delivery app,food/beverages,266/109/199/2608,33,food delivery app/ Self Made,,,United States,,,Douglas Leone/John Doerr/Vinod Khosla/Tony Xu
2836,Lin Por-Fong,1192707446,1.523798,0.44374174,-0.28069827,Glass,Glass,2871/2947/2263/2067/2478,83,Glass,,,Taiwan,Married,3,Lin Por-Chun/Lin Por-Shih/Ruan Hongliang/Yin Yee Lee/Yu Qibing & family
2837,Zhu Shunquan,1192707446,1.7750183,1.0105706,-0.5197289,Semiconductor materials,semiconductors/hardware,2885/1702,57,Semiconductor materials/ Self Made,,,China,,,Zhu Shuangquan/Zong Yanmin
2838,Carson Brice,1192707446,-0.6715089,0.5052405,0.19772725,Banking,finance,2839/2604,58,Banking,,,United States,Married,3,Claire Bristow/Olivia Holding
2839,Claire Bristow,1192707446,-1.5492465,0.5689151,0.8474667,banking,finance,2838/2604,59,banking,,,United States,Married,,Carson Brice/Olivia Holding
2840,Jose Ignacio Comenge,1192707446,-0.16182327,0.9316874,2.1018138,Beverages,food/beverages,2170/2966/1211,75,Beverages,,,Spain,,3,Carmen Daurella Aguilera/Nobutada Saji/Sol Daurella
2841,Xu Yuejuan,1192707446,1.6167458,1.429337,-0.2830124,Petro Fibre,Petro Fibre,2878/196,64,Petro Fibre/ Self Made,,,China,Married,,Li Guoqing/Li Shuirong & family
2842,Ryan Graves,1192707446,1.9281001,0.3468464,-0.9806882,Uber,mobility/platform/logistics,3221/869/1513/1207,42,Uber/ Self Made,,,United States,Married,4,Caryn Seidman-Becker/Garrett Camp/Jay-Z/Travis Kalanick
2843,Tyler Perry,1192707446,-1.1267418,0.6736077,-0.09985162,Movies  television,media/entertainment,,56,Movies/ television/ Self Made,,10,United States,In Relationship,1,
2844,Mustafa Latif Topbas,1192707446,0.52860266,0.5919974,0.7839471,food  retail,ai/software/retail/food/beverages,2976/808,82,food/ retail/ Self Made,,,Turkey,Married,4,Ahmed Afif Topbas/Murat Ulker
2845,Ye Shanqun & family,1192707446,1.2547563,1.2402247,-1.0341964,manufactured goods,manufactured goods,,77,manufactured goods/ Self Made,,,China,Married,,
2846,Harley Sy,1192707446,0.66318613,-0.0072974265,-0.50167763,Diversified,Diversified,2653/2712,66,Diversified,,,Philippines,Married,,Hans Sy/Herbert Sy
2847,Mike Speiser,1192707446,-1.021036,1.5983845,-0.549507,Software,software/cloud,266/710/260,55,Software/ Self Made,,,United States,Single,,Douglas Leone/Jayshree Ullal/Mark Stevens
2848,Faruk Eczacibasi,1192707446,0.06607795,0.7260461,0.4616158,Pharmaceuticals  diversified,healthcare/pharmaceuticals,2594,71,Pharmaceuticals/ diversified,,,Turkey,Married,2,Bulent Eczacibasi
2849,Simón Pedro Barceló Vadell,1192707446,0.7674283,1.2852876,1.2358406,Hotels,Hotels,3298/1411/3033/2982/3027,60,Hotels,,,Spain,Married,3,Bruce Mathieson/Choo Chong Ngen/Gary Tharaldson/Michael Kum/William Heinecke
2850,Jin Lei & family,1192707446,0.7193289,0.78756595,-0.22105993,Medical equipment,healthcare/pharmaceuticals,637/902/1252/582/1462,71,Medical equipment/ Self Made,,,China,Married,,John Brown/Jon Stryker/Pat Stryker/Ronda Stryker/Wu Guangming
2851,Tope Awotona,1192707446,-1.2811137,1.5684564,-0.47844097,Software,software/cloud,470/2847/1015/1451/509/122,45,Software/ Self Made,,10,United States,Married,,Mike Cannon-Brookes/Mike Speiser/Richard White/Safra Catz/Scott Farquhar/Todd Graves
2852,Zhou Zongwen & family,1107514057,1.3336531,0.8375751,-0.24634811,Jewelry,Jewelry,863/2516/1976,69,Jewelry/ Self Made,,,China,Married,,Joy Alukkas/Lu Yiwen/T.S. Kalyanaraman
2853,Hans Schmid,1107514057,-0.044500224,0.5242285,0.3205433,Office Supplies,Office Supplies,,81,Office Supplies/ Self Made,,,Germany,Married,,
2854,Christopher Stolte,1107514057,-0.51155853,0.96931833,-0.40108258,software,software/cloud,3246/505/2739/2701/2851,53,software/ Self Made,,,United States,Married,2,Christian Chabot/Marc Benioff/Patrick Hanrahan/Stewart Butterfield/Tope Awotona
2855,Antonio Percassi,1107514057,0.49988943,1.1671115,0.7431883,Real estate  diversified,real estate,14/406/1200/1029/3342,72,Real estate/ diversified/ Self Made,,,Italy,Divorced,6,Amancio Ortega/Frank Lowy/Howard Schultz/Luciano Benetton/Luigi Cremonini & family
2856,Aluru Jagadish Prasad,1107514057,0.46504772,0.34671637,0.20808125,Batteries,batteries/energy storage,77/239/147/29,80,Batteries/ Self Made,,,India,,1,Huang Shilin/Li Ping/Pei Zhenhua/Robin Zeng
2857,Mark Dixon,1107514057,0.15100951,0.341789,0.48639393,Office real estate,real estate,,66,Office real estate/ Self Made,,,United Kingdom,Divorced,5,
2858,Tianqiao Chen,1107514057,-0.9126808,1.783833,-1.0130377,Online games,Online games,266/1/2/199,53,Online games/ Self Made,,,China,Married,2,Douglas Leone/Larry Page/Sergey Brin/Vinod Khosla
2859,Zhang Shengwei,1107514057,1.6445076,1.2656219,-0.32276487,E-cigarettes,E-cigarettes,1404/1729,53,E-cigarettes/ Self Made,,,China,,,Chen Zhiping/Riaz Valani
2860,Chad Richison,1107514057,-0.5189298,0.5689215,-0.28750747,Payroll processing,Payroll processing,,55,Payroll processing/ Self Made,2,9,United States,Married,4,
2861,Huang Shanbing & family,1107514057,-0.8739508,1.5349281,-0.6889167,semiconductors,semiconductors/hardware,656/50/6/454/1577/358,69,semiconductors/ Self Made,,,China,Married,,Chen Weiliang/Henry Samueli/Jensen Huang/Kwak Dong Shin/Lisa Su/Morris Chang
2862,Helly Nahmad,1107514057,0.057501525,1.4419985,1.4711301,Art,Art,2863,49,Art,,,Italy,,,Joseph Nahmad
2863,Joseph Nahmad,1107514057,-1.9826963,0.79288983,-0.30728596,Art,Art,,,,,,,,,
2864,Zhou Chengjian,1107514057,0.8656917,0.44867298,-0.471057,Fashion retail,ai/software/retail/luxury/fashion,168/1342/31/1229/1619,61,Fashion retail/ Self Made,,,China,Married,1,Anders Holch Povlsen/Qiu Guanghe & family/Tadashi Yanai & family/Zhou Jianping/Tang Yiu
2865,Hugo Ribeiro & family,1107514057,-1.0031487,-0.60812515,0.35388464,Agribusiness,Agribusiness,2823/2691/530/655/2381/1693,73,Agribusiness,,,Brazil,Married,2,Alexander Lutsenko & family/Itamar Locks & family/Liu Hanyuan/Liu Yonghao & family/Xu Yingzhuo/Xue Hua
2866,Jim Koch,1107514057,-1.1471685,0.8292648,-0.068577975,Beer,Beer,1065/1990/630/138/1475,76,Beer/ Self Made,1,8,United States,Married,4,Alejandro Santo Domingo/Andres Santo Domingo/Carlos Alberto Sicupira & family/Jorge Paulo Lemann & family/Marcel Herrmann Telles & family
2867,Zuo Jing,1107514057,1.3092852,1.5802805,-0.8737482,Precision transmission devices,Precision transmission devices,2868,61,Precision transmission devices/ Self Made,,,China,,,Zuo Yuyu
2868,Zuo Yuyu,1107514057,1.5935909,1.4118873,-0.56201935,Precision transmission devices,Precision transmission devices,,,Precision transmission devices/ Self Made,,,China,,,
2869,Yao Runhao,1107514057,1.1978455,1.4869157,-1.080639,Online games,Online games,1335/39/53/1784/206,38,Online games/ Self Made,,,China,,,Kwon Hyuk-bin/Ma Huateng/William Ding/Yoo Jung-hyun/Zhang Zhidong
2870,Qin Hua,1107514057,0.45375192,0.8882375,-0.49933463,Pet Food,food/beverages,2465,58,Pet Food/ Self Made,,,China,,,Torsten Toeller
2871,Lin Por-Chun,1107514057,1.1582938,0.3289136,-0.97901165,Glass,Glass,2836/2947/2263/2067/2478,77,Glass,,,Taiwan,Married,,Lin Por-Fong/Lin Por-Shih/Ruan Hongliang/Yin Yee Lee/Yu Qibing & family
2872,Onkar Kanwar,1107514057,1.9695016,0.3411805,-0.049944013,Tires,Tires,1611/2189/2467,83,Tires,,,India,Married,3,Arvind Poddar/Hiroshi Ishibashi/Wang Xicheng & family
2873,Vicente Boluda Fos,1107514057,-0.62450325,1.0771215,1.3558971,Shipping,logistics/shipping,43/59/48/1186/44,71,Shipping,,,Spain,Divorced,3,Gianluigi Aponte/Idan Ofer/Klaus-Michael Kuehne/Panagiotis Tsakos & family/Rafaela Aponte-Diamant
2874,Stefan Kaluzny,1107514057,-1.2483326,0.76110005,0.8385254,private equity,investment/finance,1830/303/336/335/334,59,private equity/ Self Made,,,United States,,,David Grain/Josh Harris/Michael Kim/Robert F. Smith/Tom Gores
2875,Erik Must,1107514057,0.3023022,0.6786366,0.52553254,stock brokerage,finance,708,83,stock brokerage/ Self Made,,,Norway,,2,Timur Turlov
2876,Andrei Molchanov,1107514057,0.36532313,0.45204705,0.40020657,Construction materials,construction/materials,2149/1828/2032,54,Construction materials/ Self Made,,,Russia,Married,6,Li Weiguo/Alexander Ponomarenko/Yuri Kovalchuk & family
2877,Nikolay Fartushnyak,1107514057,-1.244353,0.56326073,-0.29195082,retail,ai/software/retail,741/872,60,retail/ Self Made,,,Russia,Married,3,Samuel Yin/Takao Yasuda
2878,Li Guoqing,1107514057,1.4072295,1.0638804,-1.0675771,Petro Fibre,Petro Fibre,196/2841,56,Petro Fibre/ Self Made,,,China,,,Li Shuirong & family/Xu Yuejuan
2879,Zhong Peifeng,1107514057,0.29259425,0.61521894,1.0315379,semiconductor,semiconductors/hardware,,,,,,,,,
2880,Larry Fink,1107514057,-1.0190873,1.1920745,0.12249453,money management,money management,1655/2213/2212/890,73,money management/ Self Made,,,United States,Married,3,Adebayo Ogunlesi/Michael Patterson/Scot French/Scott Kapnick
2881,Ali Erdemoglu,1107514057,0.49812907,1.082884,1.7081683,Carpet,Carpet,2655,66,Carpet/ Self Made,,,Turkey,Married,3,Ibrahim Erdemoglu
2882,Kirit Doshi,1107514057,0.6538881,0.4118378,0.463019,Solar modules,Solar modules,2617/2621/2363,61,Solar modules,,,India,,,Hitesh Doshi/Pankaj Doshi/Viren Doshi
2883,Boris Rotenberg,1107514057,0.20794168,0.5112018,0.41177696,Construction  pipes  chemicals,construction/materials,814/2963,69,Construction/ pipes/ chemicals/ Self Made,,,Russia,Married,5,Arkady Rotenberg/Lev Kvetnoi
2884,He Zuxun,1107514057,0.85310405,0.8134411,-0.12669787,Pig breeding,Pig breeding,3011/141,60,Pig breeding/ Self Made,,,China,,,Qian Ying/Qin Yinglin
2885,Zhu Shuangquan,1107514057,1.8085815,1.3451463,0.03545004,Semiconductor materials,semiconductors/hardware,1702,61,Semiconductor materials/ Self Made,,,China,,,Zong Yanmin
2886,Huang Min,1107514057,0.5849091,0.7458262,-0.7424487,Machinery,Machinery,,,,,,,,,
2887,Sven Hagströmer,1107514057,0.124305576,0.41705436,0.42357534,Financial services,finance,746/1763/2024,82,Financial services/ Self Made,,,Sweden,Married,2,Andre Koo/Jannie Mouton & family/Michael Heine
2888,Bahari Karim,1107514057,1.4417589,0.41638047,-0.088169366,Palm oil,energy/oil and gas,2577/2889/1014/1201,64,Palm oil,,,Indonesia,,,Bachtiar Karim/Burhan Karim/Kuok Khoon Hong/Martua Sitorus
2889,Burhan Karim,1107514057,1.437965,-0.3993498,-0.18122223,Palm oil,energy/oil and gas,2577/2888/1014/1201,66,Palm oil,,,Indonesia,,,Bachtiar Karim/Bahari Karim/Kuok Khoon Hong/Martua Sitorus
2890,David Kong,1107514057,0.6820523,-0.10256948,0.0855955,Funeral services,Funeral services,,71,Funeral services/ Self Made,,,Malaysia,Married,5,
2891,Ajlan bin Abdulaziz Al-Ajlan,1107514057,0.8700434,0.794865,0.79988366,Real estate  investments,investment/finance/real estate,369/1369/394/1450/221,65,Real estate/ investments,,,Saudi Arabia,,,Fredrik Lundberg/George Argyros & family/Jeff Greene/Nicolas Berggruen/Simon Reuben
2892,Deepinder Goyal,1107514057,1.3420696,0.9279421,0.29781798,Food delivery service,food/beverages,2466/2608,43,Food delivery service/ Self Made,,,India,Married,,Hari Bhartia/Tony Xu
2893,Ni Yongpei & family,1107514057,1.6069113,1.5057245,-0.7819185,Beverages,food/beverages,313/2966/486,74,Beverages/ Self Made,,,China,Married,,Lin Muqin & family/Nobutada Saji/Zong Fuli
2894,Antonio Gallardo Ballart,1107514057,0.21178706,0.45788056,0.74172676,pharmaceuticals,healthcare/pharmaceuticals,1128/94/497/3006/2229/139,90,pharmaceuticals,,,Spain,Married,3,Dennis Bastas/Dilip Shanghvi/Hasmukh Chudgar & family/Jorge Gallardo Ballart/Martine Rothblatt/Zhong Huijuan
2895,Vinod Saraf,1107514057,0.8364598,0.28969264,0.1371031,Chemicals,Chemicals,1319/123/1881/2735/1212,73,Chemicals/ Self Made,,,India,Married,2,Arun Bharat Ram/Chen Jianhua/Lee Dong-chae/Soegiarto Adikoesoemo/Vivek Jain
2896,Elena Baturina,1107514057,-0.6328055,0.72539127,0.13635316,Investments  real estate,investment/finance/real estate,222/1695/443,63,Investments/ real estate/ Self Made,,,Russia,Widowed,2,David Reuben/Igor Rotenberg/Tatyana Kim
2897,Richard Kayne,1107514057,-0.77137196,0.3233068,-0.56784415,Investments,investment/finance,406/1142/1420/2553,80,Investments/ Self Made,,,United States,Married,3,Frank Lowy/James Packer/Richard Chandler/Thaksin Shinawatra
2898,Andrei Kuzyaev,1107514057,0.9376569,2.189994,0.25116086,telecom  oil service  real estate,telecom/real estate/energy/oil and gas,,60,telecom/ oil service/ real estate/ Self Made,,,Russia,Married,3,
2899,Lyudmila Kogan,1107514057,0.80742383,1.7208047,-0.00012230873,banking,finance,1274,60,banking,,,Russia,Widowed,4,Michiel Le Roux
2900,Yuan Zhimin & family,1107514057,0.9862374,0.764224,-0.58728385,plastics,plastics,1645/1365/2293,65,plastics/ Self Made,,,China,Married,2,William Young/Frank Blase/Xiong Haitao
2901,Sun Guangxin,1107514057,0.6621523,0.46263623,0.021017822,Diversified,Diversified,36/20,63,Diversified/ Self Made,,,China,Married,2,Li Ka-shing/Mukesh Ambani
2902,Satya Nadella,1107514057,-0.4573053,1.6423118,-0.82004213,Microsoft,software/cloud/ai,18/78/1574/13,58,Microsoft/ Self Made,,,United States,Married,3,Bill Gates/Melinda French Gates/Reid Hoffman/Steve Ballmer
2903,Réal Plourde,1107514057,-0.5882452,0.9165989,-0.64296126,Convenience stores,retail,507/3275/1213/2110,75,Convenience stores/ Self Made,,,Canada,Married,,Alain Bouchard/Hong Seok-joh/Jacques D'Amours/Richard Fortin
2904,Yang Xuegang,1107514057,1.1531196,1.1612033,-0.9232472,Coking,Coking,,61,Coking/ Self Made,,,China,Married,,
2905,Irfan Razack,1107514057,1.3903095,0.50047624,-0.14312252,Real estate,real estate,,,,,,,,,
2906,Rezwan Razack,1107514057,1.4165778,0.40258682,-0.15760317,Real estate,real estate,2905/1111/2907,71,Real estate,,,India,Married,1,Irfan Razack/Kwek Leng Beng/Noaman Razack
2907,Noaman Razack,1107514057,1.2992591,0.59317064,0.17152601,Real estate,real estate,2905/1111/2906,68,Real estate,,,India,Married,1,Irfan Razack/Kwek Leng Beng/Rezwan Razack
2908,Chris Wanstrath,1107514057,-0.8366718,0.8540617,-0.1668613,software,software/cloud,18/78/875/1574/13,41,software/ Self Made,,,United States,Single,,Bill Gates/Melinda French Gates/Reed Hastings/Reid Hoffman/Steve Ballmer
2909,Mark Kurtser,1107514057,0.33638594,1.0941912,0.46839058,Healthcare,healthcare,2053/1238,68,Healthcare/ Self Made,,,Russia,Married,4,John Abele & family/Prathap Reddy
2910,Mikhail Fedyaev,1107514057,0.85783803,1.3147113,0.5732816,coal  railway transport  machinery,ai/software/mining/materials,85/176/208/410,64,coal/ railway transport/ machinery/ Self Made,,,Russia,Married,2,Leonid Mikhelson & family/Mikhail Fridman/Alisher Usmanov/Yuri Milner
2911,Christoph Zeller,1107514057,0.31527516,1.5751953,1.5962161,Dental materials,Dental materials,,69,Dental materials,,,Liechtenstein,Married,,
2912,Carsten Koerl,1107514057,0.42745322,0.7225208,0.8675095,Sports data,logistics/shipping/sports/entertainment,,61,Sports data/ Self Made,,,Germany,Divorced,3,
2913,Lou Guoqiang,1107514057,0.73366153,0.5481682,-0.6068584,copper,copper,,69,copper/ Self Made,,,China,,,
2914,Kurt Krieger,1107514057,1.0768454,1.5285455,1.3373883,furniture retailing,ai/software/retail,,78,furniture retailing/ Self Made,,,Germany,Married,3,
2915,Teresita Sy-Coson,1107514057,0.58355695,0.25427914,-0.5019822,Diversified,Diversified,2653,75,Diversified,,,Philippines,Widowed,3,Hans Sy
2916,Hsu Shou-Hsiung,1107514057,0.79806846,0.7413335,-0.43975124,Electrical transformers,Electrical transformers,,,,,,,,,
2917,Yuri Karptsov,1107514057,0.37476823,0.31144992,-0.5333285,Retail,ai/software/retail,741/872,62,Retail/ Self Made,,,Russia,,,Samuel Yin/Takao Yasuda
2918,Bhikhabai Virani,1107514057,2.4503753,0.1995135,-0.008852422,Snacks,Snacks,3273/3272/1315/1308/2040,72,Snacks/ Self Made,,,India,,,Chandubhai Virani/Kanjibhai Virani/Shiv Kishan Agrawal/Yan Zhou/Zhao Ding
2919,Gregory Bentley & family,1107514057,-1.3650894,1.37566,-0.026824921,Software,software/cloud,2627/2282/470/1015/509,71,Software/ Self Made,,,United States,,,Barry Bentley & family/Keith Bentley & family/Mike Cannon-Brookes/Richard White/Scott Farquhar
2920,Polys Haji-Ioannou,1107514057,-0.4623469,1.3523052,1.1688904,EasyJet,EasyJet,3124/2783,66,EasyJet,,,Cyprus,Married,2,Clelia Haji-Ioannou/Stelios Haji-Ioannou
2921,Bruce Beal Jr,1107514057,-1.2486757,0.6829841,0.24077404,Real estate,real estate,114/1111/1966/1266,56,Real estate/ Self Made,,,United States,Married,,Harry Triguboff/Kwek Leng Beng/Manuel Villar/Waleed Mohammad Al Zaabi
2922,Zhao Tongtong,1107514057,1.6444509,0.3287098,-0.63029337,Hotels,Hotels,,,,,,,,,
2923,Jiang Xuefei & family,1107514057,1.6564565,0.243734,-1.5923183,printed circuit boards,printed circuit boards,1251/1263,56,printed circuit boards/ Self Made,,,China,Married,,Huang Xiaofen & family/Zhuo Jun
2924,Greg Brown,1107514057,-1.5160797,1.0031253,0.5662694,Motorola,Motorola,,65,Motorola/ Self Made,,,United States,Married,,
2925,Jiang Zhaobai,1107514057,-0.9341362,1.0505024,0.34843925,Real estate,real estate,,,,,,,,,
2926,Frederic Luddy,1107514057,-1.5057768,0.63407266,-1.1045544,Software,software/cloud,266/260/447/470/2851,71,Software/ Self Made,,,United States,Single,1,Douglas Leone/Mark Stevens/Michael Moritz/Mike Cannon-Brookes/Tope Awotona
2927,Ben Silbermann,1107514057,-0.57808006,0.9453819,-0.41932702,Social media,media/entertainment,1242/2742,43,Social media/ Self Made,,8,United States,Married,2,Neil Shen/Paul Sciarra
2928,Michael Andlauer,1107514057,-1.631725,1.229072,0.5556436,Logistics  sports,logistics/shipping/sports/entertainment,,61,Logistics/ sports/ Self Made,,,Canada,,,
2929,Arvid Lunnemark,1107514057,-0.7266653,0.820215,-0.72731245,AI software,ai/software/cloud,2932/1928/496/2931/2930/2664,26,AI software/ Self Made,,,Sweden,In Relationship,,Aman Sanger/Brendan Foody/Daniel Nadler/Michael Truell/Sualeh Asif/Peter Ludwig
2930,Sualeh Asif,1107514057,-1.0453186,0.85429937,-0.17682144,AI software,ai/software/cloud,1927/2932/2929/1928/1854/2931/496/2664,26,AI software/ Self Made,,,Pakistan,,,Adarsh Hiremath/Aman Sanger/Arvid Lunnemark/Brendan Foody/Jyoti Bansal/Michael Truell/Daniel Nadler/Peter Ludwig
2931,Michael Truell,1107514057,-0.76904655,0.8829482,-0.5700767,AI software,ai/software/cloud,1927/2932/2929/1928/1854/2930/496/2664,25,AI software/ Self Made,,,United States,,,Adarsh Hiremath/Aman Sanger/Arvid Lunnemark/Brendan Foody/Jyoti Bansal/Sualeh Asif/Daniel Nadler/Peter Ludwig
2932,Aman Sanger,1107514057,-0.7518756,0.83764154,-0.66249555,AI software,ai/software/cloud,2929/1928/496/2931/2930/2664,25,AI software/ Self Made,,,United States,,,Arvid Lunnemark/Brendan Foody/Daniel Nadler/Michael Truell/Sualeh Asif/Peter Ludwig
2933,Steven Hao,1107514057,-0.7785255,0.6413939,-0.90388274,AI software,ai/software/cloud,1927/1928/496/1854/2664,30,AI software/ Self Made,,,United States,,,Adarsh Hiremath/Brendan Foody/Daniel Nadler/Jyoti Bansal/Peter Ludwig
2934,Matteo Danieli,1107514057,0.3216467,1.4322677,1.2075542,Software investment,software/cloud/investment/finance,2936/2794/2935,41,Software investment/ Self Made,,,Italy,,,Francesco Patarnello/Luca Ferrari/Luca Querella
2935,Luca Querella,1107514057,0.5200161,1.7130308,0.8863734,Software investment,software/cloud/investment/finance,2936/2794/2934,38,Software investment/ Self Made,,,Italy,,,Francesco Patarnello/Luca Ferrari/Matteo Danieli
2936,Francesco Patarnello,1107514057,-1.330507,0.82608557,-1.1700773,Software investment,software/cloud/investment/finance,2794/2935/2934,40,Software investment/ Self Made,,,Italy,,,Luca Ferrari/Luca Querella/Matteo Danieli
2937,Marcus Pürner,1107514057,0.13635208,1.8249832,0.75081325,Bicycles,Bicycles,,59,Bicycles/ Self Made,,,Germany,,,
2938,Chang Kuo-Ming,1107514057,1.2811172,0.7714336,-0.64806473,Transportation,Transportation,1402,68,Transportation,,,Taiwan,Married,,Chang Kuo-Hua
2939,Andrew Bialecki,1107514057,-0.78821564,1.0602621,0.29433107,Marketing software,software/cloud,67/13,40,Marketing software/ Self Made,,,United States,,,Eduardo Saverin/Steve Ballmer
2940,Carolin Hachenberg,1107514057,0.34931162,1.1531307,1.6389301,Motor Homes,Motor Homes,2941,41,Motor Homes,,,Germany,,,Christian Hymer
2941,Christian Hymer,1107514057,0.59967834,1.0915468,1.6592349,Motor Homes,Motor Homes,2940,40,Motor Homes,,,Germany,Married,,Carolin Hachenberg
2942,Deepak Mehta,1107514057,0.86316276,0.3071211,0.026810542,Chemicals,Chemicals,,,,,,,,,
2943,Timothy Headington,1107514057,-0.7574776,0.47114104,-0.25966135,Oil & gas  investments,investment/finance/energy/oil and gas,476/967/853,76,Oil & gas/ investments,,5,United States,Single,,Koon Poh Keong/Lynn Schusterman & family/Robert Faith
2944,Martin Moller Nielsen,1107514057,0.06706066,0.75677764,1.2078637,Aircraft leasing,ai/software,929,61,Aircraft leasing/ Self Made,,,Denmark,Single,,Steven Udvar-Hazy
2945,Gina Vecchiarelli,1107514057,-0.76617223,1.0096502,-0.1837976,Mozzarella cheese,Mozzarella cheese,2946,64,Mozzarella cheese,,,United States,,,Terry Leprino
2946,Terry Leprino,1107514057,-0.7890468,1.0402708,0.14196697,Mozzarella cheese,Mozzarella cheese,2945,66,Mozzarella cheese,,,United States,,,Gina Vecchiarelli
2947,Lin Por-Shih,1107514057,0.8971335,1.0716202,-0.74097925,Glass,Glass,2871/2836/2263/2067/2478,81,Glass,,,Taiwan,Married,3,Lin Por-Chun/Lin Por-Fong/Ruan Hongliang/Yin Yee Lee/Yu Qibing & family
2948,J. Wayne Weaver,1107514057,-1.2756197,0.72238076,0.7632371,Shoes,Shoes,1256/1153/1255/1254/551,90,Shoes/ Self Made,,,United States,Married,2,Bill Alfond/Masahiro Miki/Susan Alfond/Ted Alfond/Zhang Congyuan
2949,Michael Krasny,1107514057,-0.66163826,0.2860221,-0.19429782,Retail,ai/software/retail,741/872,72,Retail/ Self Made,,,United States,Married,1,Samuel Yin/Takao Yasuda
2950,Marc Rubiralta,1107514057,-0.55323356,1.3916581,1.0424287,Diagnostics,Diagnostics,2770/2952/2951,42,Diagnostics,,,Spain,,,Jordi Rubiralta/Jose Luis Rubiralta/Xavier Rubiralta
2951,Xavier Rubiralta,1107514057,-0.3022147,1.2053614,1.1971471,Diagnostics,Diagnostics,2770/2952/2950,46,Diagnostics,,,Spain,Married,,Jordi Rubiralta/Jose Luis Rubiralta/Marc Rubiralta
2952,Jose Luis Rubiralta,1107514057,0.34197307,1.476083,0.93396115,Diagnostics,Diagnostics,2770/2950/2951,51,Diagnostics,,,Spain,,,Jordi Rubiralta/Marc Rubiralta/Xavier Rubiralta
2953,Thomas Mueller,1107514057,-0.9008721,1.3603852,-0.6766006,Space,Space,,65,Space/ Self Made,,,United States,,,
2954,Eduardo Costantini,1107514057,-1.0669352,0.42252946,-0.99435914,Real estate,real estate,114/1111/1966,79,Real estate/ Self Made,,,Argentina,Married,7,Harry Triguboff/Kwek Leng Beng/Manuel Villar
2955,Wu Kaiting,1107514057,1.8915989,0.3213237,-0.6876411,Electronics,Electronics,184/194/1156/1512/225/187,56,Electronics/ Self Made,,,Hong Kong,,,Barry Lam/Bruce Cheng/C.C. Leung/Koo Bon-neung/Pierre Chen/Terry Gou
2956,Ashwin Desai,1107514057,0.4398259,0.3287654,-0.32724053,Specialty chemicals,Specialty chemicals,1036,74,Specialty chemicals/ Self Made,,,India,Married,2,Falguni Nayar
2957,Zhong Huaijun,1107514057,1.133088,1.0073798,-0.677036,Food,food/beverages,1184/1839/2434,61,Food/ Self Made,,,China,Married,,Issad Rebrab & family/Wei Ing-Chou/Winai Teawsomboonkij
2958,Hou Juncheng,1107514057,0.7957568,0.9406966,-0.4535091,Cosmetics,Cosmetics,2965/2480,61,Cosmetics/ Self Made,,,China,,,Suh Kyung-bae/Yoshiaki Yoshida
2959,Petro Poroshenko,1107514057,1.9512707,0.3004113,-0.2034634,confectionery,confectionery,3387,60,confectionery/ Self Made,,,Ukraine,Married,4,Lee Hwa-kyung
